0-15(%),% Couple household with dependent children,Household spaces with at least one usual resident (%),Unemployment Rate,% Highest level of qualification: Level 4 qualifications and above
28.48616386,21.90635452,98.67986799,10.10452962,26.6
27.17456509,30.76923077,98.44097996,9.838274933,26.1
27.2783633,22.17741935,97.06457926,11.64095372,27.7
29.59590211,26.73469388,99.39148073,12.55230126,25.6
23.83749388,21.37518685,99.40564636,10.67961165,28.1
26.05752961,27.19298246,98.10671256,8.558030481,30.6
25.36372454,23.65269461,98.52507375,9.411764706,27.3
30.90172239,22.15568862,98.81656805,11.56716418,20.7
26.61188369,21.90669371,99.5959596,9.219858156,25.7
26.11940299,23.13432836,99.25925926,10.29723992,28.6
22.66202697,21.03825137,99.59183673,9.321266968,29.5
27.734375,27.90697674,98.77488515,6.612410987,31.3
26.11374408,27.84615385,99.54058193,6.953339433,30
22.96124928,20,96.60107335,11.81923523,29
20.69190601,13.59724613,98.14189189,10.5680317,25.8
21.25944584,18.18181818,96.95512821,10.05434783,27.4
24.21116505,18.03571429,94.27609428,9.654350417,27.5
19.16955017,11.6751269,99.16107383,11.84834123,34.4
22.9178633,15.28189911,99.55686854,12.44343891,26.8
24.52276065,17.62295082,98.91891892,14.52830189,24.3
23.09677419,16.27906977,98.58906526,12.78911565,24.2
26.66666667,18.43971631,97.51037344,12.62833676,22.7
26.81047766,25.48076923,98.57819905,10.25641026,26.7
24.24242424,20.85635359,96.53333333,9.937888199,25.8
24.71042471,20.30812325,98.48275862,10.56466302,29.7
27.01535509,20.85889571,97.8978979,12.4335813,25
28.14614344,25.11013216,96.32248939,9.419600381,28.2
28.25968358,25.54621849,98.18481848,12.29813665,19.9
29.77017638,25.43859649,96.28378378,9.478672986,24.5
26.49122807,14.73317865,99.19447641,13.90593047,20.6
22.84313725,17.48251748,98.34938102,11.99606686,19.8
20.69716776,14.05082212,98.09384164,12.23404255,23.6
23.85964912,14.06491499,99.08116386,17.77221527,24.2
22.05395173,13.75464684,97.11191336,11.05815062,24.7
26.54205607,17.11711712,99.10714286,12.70718232,23.1
23.09267793,14.71698113,99.49937422,11.28205128,20.8
28.11704835,23.43949045,98.74213836,11.23893805,24.4
23.28398385,19.51219512,95.71984436,10.3021978,23.3
23.56570019,23.49823322,97.25085911,8.253968254,32.2
26.14308768,14.11042945,98.78787879,14.03508772,19.9
22.50783699,20.57823129,99.15682968,7.362637363,28
21.7721519,16.73553719,99.58847737,9.196740396,26.4
17.26519337,18.27794562,95.80318379,6.858202039,23.6
21.22247532,15.77928364,96.2721342,8.495460441,39.7
21.49377593,12.30769231,99.34497817,15.88235294,19.8
26.40408461,21.69811321,97.92147806,13.93034826,20.8
21.28279883,13.34405145,99.52,11.44219309,20.3
23.44594595,14.92842536,98.78787879,11.0612855,21.4
6.940639269,7.25388601,92.34449761,3.521126761,69
5.288932419,5.321100917,94.29065744,4.691358025,67
13.05019305,6.634304207,94.93087558,7.34939759,48.1
27.02194357,18.97163121,99.29577465,9.49197861,25.3
20.08179959,12.47379455,94.64285714,12.60700389,30.1
24.25249169,21.07843137,97.2972973,10.11764706,29.6
19.05972046,13.2,98.23182711,8.43537415,24.6
24.2848061,21.42857143,96.71848014,8.194774347,27.5
24.87405542,23.29749104,98.41269841,7.718894009,31.9
33.1420373,15.04424779,100,15.30054645,20.2
22.27146814,14.45427729,98.40348331,9.272300469,19.7
25.33068783,15.78947368,99.0689013,12.8342246,21.7
24.86095662,14.96688742,99.21156373,12.42532855,24.3
24.49223417,20.33057851,98.21428571,10.03584229,23
23.31606218,15.6899811,98.14471243,10.20543406,38.6
30.33832501,16,98.73060649,13.99276236,26
18.60308932,13.15789474,97.12460064,5.136268344,49.6
11.30091984,15.3262519,96.48609078,3.888419273,59.9
22.95173962,14.84593838,98.61878453,11.77083333,29.7
15.56842867,14.89698891,95.31722054,4.667328699,55.9
12.20708447,10.98901099,96.23971798,4.086353123,59
10.32448378,15.12605042,96.61705007,4.401993355,63.9
10.40305011,12.31470924,94.81081081,3.041543027,64.2
10.80917874,12.53196931,97.02233251,4.682539683,65.6
19.20991479,13.4502924,99.03474903,11.42410016,20.2
8.834665545,6.231155779,96.41472868,5.185185185,51.8
8.668877309,6.890130354,95.04424779,5.335068315,59
10.68917018,5.302096178,90.11111111,7.692307692,52.9
9.836065574,5.986696231,93.95833333,8.204334365,39.2
12.05405405,10.16746411,95.87155963,5.630452022,59.1
16.41943734,11.68122271,94.62809917,7.890365449,46
13.17567568,9.566968781,95.11494253,7.280832095,52.9
4.410585405,4.992199688,88.4137931,1.230769231,83.8
5.176876618,7.19754977,86.26155878,1.658031088,78.7
5.288461538,7.589285714,83.89513109,2.935606061,80.2
9.177820268,9.633649932,83.75,3.075644223,67.7
8.790383171,7.294832827,95.77874818,3.368623677,74.9
4.424778761,6.456456456,82.52788104,2.328042328,79
24.5398773,13.04347826,95.69583931,9.813664596,31.1
15.48913043,8.59030837,94.48491155,8.34767642,52
14.90132904,9.2495637,97.36618522,7.854785479,43.9
16.88311688,12.51778094,98.32167832,9.489051095,33.8
19.1399152,11.36044881,98.20936639,9.401709402,38.8
18.13671444,11.64556962,98.25870647,9.219190969,48
22.85906945,13.38709677,98.88357257,11.84210526,34.7
10.38481813,7.456140351,95.79831933,4.921875,56.5
17.89859499,13.54723708,98.42105263,8.209959623,41.4
13.39686099,7.292954265,96.65471924,7.892204042,44.1
10.14925373,6.493506494,98.15864023,5.268595041,46.8
10.91283459,6.611570248,96.28647215,7.651991614,47.3
17.2815534,11.02272727,96.069869,6.141868512,43
17.64318631,8.86981402,95.62243502,10.75268817,36.8
21.73913043,12.12598425,98.14528594,9.314359638,29.9
25.32274081,14.76426799,98.89570552,12.00828157,30.3
12.05811138,12.03090508,96.485623,6.162876009,50.5
14.86666667,13.17365269,98.09104258,6.461538462,48
6.945261919,8.888888889,92.53246753,3.131828114,70.9
5.447209146,6.797583082,95.38904899,2.84728214,72.5
18.20094687,10.44585987,96.79408138,7.945205479,44.9
5.365853659,9.420289855,95.66724437,2.351834431,55.7
9.787508049,6.539509537,95.44863459,5.100182149,62.4
22.60424287,11.6575592,98.03571429,8.908045977,33.5
17.84064665,14.83113069,96.18644068,7.172557173,36.4
15.96889952,8.875,94.56264775,10.30235162,26.8
19.76446493,13.55353075,97.55555556,8.986784141,36.5
24.4017094,17.60869565,99.03121636,11.09456441,35.7
15.71261682,9.842519685,98.57697283,10.53268765,22.8
13.76281113,10.51752922,98.84488449,7.853403141,30.6
21.86234818,12.02185792,98.56373429,13.74570447,23.2
20.37141249,14.05835544,99.47229551,10.21377672,24.9
18.33333333,10.74481074,98.31932773,12.3857868,27.5
21.08508015,11.4992722,95.41666667,11.27819549,27
16.37144391,10.18276762,97.57961783,6.519654842,42
19.90220049,10.81382386,98.67986799,10.5046344,26.5
14.53449431,9.163987138,94.52887538,10.08303677,33.9
14.39287389,9.656652361,98.93842887,9.127625202,36.9
11.75236097,6.611570248,98.48837209,8.091908092,31.2
17.85714286,14.53396524,98.29192547,8.565072303,38.3
25.16853933,16.47058824,99.12536443,10.89449541,31
21.86746988,18.31187411,98.31223629,10.51401869,24.6
23.12633833,12.94964029,99.46332737,10.24531025,24.9
24.12868633,11.52542373,98.16971714,10.73919107,29
17.12427746,6.233062331,99.06040268,11.2195122,40.8
11.64537941,9.810126582,95.75757576,7.665505226,49.5
19.20943135,12.12624585,98.04560261,9.681093394,41
10.34692635,6.831395349,91.12582781,6.602870813,47.8
14.78117258,9.309791332,91.75257732,10.42296073,36.8
18.83757135,13.01369863,97.98657718,9.519408503,33
19.01081917,13.82550336,98.80636605,9.753593429,28.6
25.81540597,15.42857143,99.62049336,15.05065123,23.9
31.4538419,21.38157895,99.50900164,18.59872611,22.3
23.8170347,15.54192229,99.79591837,10.88435374,22
23.48300971,14.80362538,98.51190476,12.90726817,25.9
22.47459653,13.5,97.24473258,16.10738255,26.1
23.68775236,15.88946459,97.96954315,11.97183099,24.5
21.94679565,12.88515406,98.48275862,8.913043478,35.3
21.27272727,12.31393775,99.32795699,10.34482759,29.6
17.23342939,13.15068493,98.64864865,9.182736455,46.2
16.09257266,8.769633508,96.46464646,6.887298748,39.8
15.31456954,6.618962433,99.64349376,9.484193012,25.1
25.91943958,14.92063492,87.01657459,11.75115207,26.7
17.96554553,12.5,97.52066116,9.33908046,41.3
27.2007913,13.83561644,99.59072306,15.38461538,22.2
22.29822161,13.36302895,98.68131868,12.00361011,29.2
28.7755102,16.80555556,99.31034483,14.07563025,28.7
25.37523452,18.33550065,98.84318766,12.81310212,30.3
26.0111023,15.59633028,99.543379,11.36363636,23.7
28.77742947,17.3380035,99.30434783,13.74819103,25.4
28.78787879,18.2320442,99.04240766,12.94466403,30.3
24.86011191,13.91862955,98.41938883,10.66471877,37.1
24.81884058,15.18151815,99.50738916,11.8226601,29.2
22.81390135,15.21126761,98.74826147,13.55735805,27.9
25.03778338,16.17250674,98.67021277,10.26827012,39.4
17.21461187,12.65060241,98.80952381,9.775019395,40.6
16.67605634,12.83354511,98.49812265,8.49609375,39.8
23.28339576,11.02603369,100,12.51629726,27.8
22.52994012,16.5085389,99.81060606,12.00607903,26.3
17.90540541,12.25071225,99.29278642,7.183908046,44.6
26.37540453,14.75195822,99.48051948,11.63043478,33
16.90622861,10.99554235,98.24817518,12.45376079,31.9
21.49191445,10.23142509,99.51515152,9.847036329,35.4
22.61410788,14.96259352,98.52579853,11.47378833,27.9
21.78496135,11.2962963,99.63099631,10.041841,31.1
22.83979449,12.12871287,99.50738916,15.03267974,29.3
23.13237221,15.9733777,98.84868421,11.17861482,32.4
20.83140878,13.11672684,98.11097993,11.74978867,32
23.32418659,14.57446809,98.42931937,11.93675889,28.4
15.67351027,11.44859813,98.84526559,10.36315323,36.2
19.74148061,12.05298013,99.08136483,14.36464088,27.3
17.68707483,11.13189897,99.07321594,9.127789047,40.9
23.39181287,13.71882086,98.98989899,14.05810684,29.9
16.66666667,12.30569948,98.34394904,13.11619718,36.3
15.37628587,14.25,95.57945042,5.748175182,52.4
16.7752443,16.20498615,97.43589744,8.781362007,49.2
18.96907216,11.71393342,98.7819732,11.09107304,39.3
14.6440678,15.95092025,97.31343284,4.95951417,62.2
15.23216308,14.28571429,98.39704069,4.394618834,59.1
14.85714286,14.6373057,96.13947696,6.044444444,54.2
21.00755668,14.81927711,97.18969555,8.19047619,40.2
14.49719245,14.52184179,96.68949772,6.191687871,51
18.16393443,18.88,97.20062208,6.465067779,55.8
23.01991663,16.3507109,97.34717416,8.368915457,43.9
17.70334928,13.58760429,98.12865497,8.294062205,34.6
23.59033372,12.39554318,99.03448276,10.05154639,26.7
22.55282449,17.65350877,98.7012987,7.496136012,43.5
23.39240506,15.96534653,98.89840881,9.62888666,31.7
21.49487054,12.66586248,99.16267943,11.15789474,30.3
27.53623188,15.47420965,97.09208401,14.23312883,29.2
25.51724138,16.47446458,99.50819672,11.48648649,29
19.78575929,19.2248062,99.38366718,5.362776025,50.3
20.87320574,17.15976331,96.02272727,7.797029703,33.4
15.32899494,14.19249592,97.3015873,3.091557669,63.8
13.64073007,11.83673469,94.41233141,5.610098177,60.2
14.63951569,15.93673966,96.81978799,5.62283737,55.3
19.31964056,19.56521739,97.0464135,4.122621564,55.4
13.08677098,12.79069767,96.9924812,4.993252362,60.8
18.43233313,18.24925816,96.83908046,5.247225025,60.5
18.83157241,20.81377152,98.15668203,8.421052632,45.6
23.11621967,22.37687366,98.21240799,7.990690458,44.4
18.60465116,20.73365231,97.96875,5.187637969,49.8
25.43352601,15.89041096,97.46328438,12.91053228,35.1
17.19512195,20.0867052,93.89416554,5.379442843,58
18.9612015,20.59701493,97.24238026,4.868154158,57.5
18.87240356,21.11111111,96.25668449,4.884792627,60.6
19.69601013,19.15535445,97.35682819,6.828193833,51.8
23.18757192,31.9286872,96.40625,2.760736196,63.4
25.74808629,32.3943662,95.94594595,2.459016393,66
21.36020151,24.64698331,96.17283951,4.634581105,59.8
23.30398757,29.34782609,97.74236388,4.289544236,67.3
25.54434413,31.69572108,96.04261796,3.189300412,65.6
27.31206057,36.37747336,97.47774481,2.575107296,71.7
17.32620321,16.07347876,97.42729306,4.366078925,54.9
21.35362015,11.27819549,98.88475836,12.16617211,35.9
19.74272931,21.70868347,98.89196676,4.680038204,53.4
20.63120982,20.8869814,97.08333333,5.025125628,49.9
19.52755906,25.25641026,97.98994975,4.152542373,57.1
17.73902586,18.63013699,98.11827957,3.719008264,59.7
22.73755656,18.59504132,98.37398374,6.916099773,52.5
27.48846407,13.23529412,98.23434992,14.12103746,29.5
17.49680715,16.98113208,96.74054759,5.347593583,53.7
19.1195795,20.14010508,97.7739726,4.884667571,52.3
9.959893048,11.35371179,96.01677149,10.89987326,34.7
13.03242212,9.062980031,94.34782609,13.45496009,37.3
10.7938321,10.61452514,96.93140794,7.296137339,41.2
11.09010712,10.0931677,96.98795181,6.553911205,40.9
15.67862715,7.625649913,96.00665557,7.569721116,46.9
22.09677419,12.97709924,98.21930647,13.55932203,25.9
19.43241943,11.19402985,98.84088514,10.30245747,30.2
18.35,11.91066998,97.22557298,11.23188406,36.6
24.05063291,15.82840237,98.68613139,10.88664422,31.1
18.16230142,14.73029046,98.36734694,10.14814815,43.2
18.77043819,12.54125413,98.6970684,13.60634082,31.3
28.40562004,22.29965157,99.30795848,13.7195122,24.1
19.98714653,15.5088853,98.72408293,10.21377672,41.8
15.77813678,13.78413524,98.08673469,7.5,48.3
18.9433603,15.44209215,98.89162562,10.00901713,40
13.09309309,13.76451078,96.01910828,5.982905983,57.7
23.83305876,13.8482024,98.04177546,12.09964413,28.9
16.99729486,14.06423034,98.04560261,4.734158776,54
9.733700643,6.713164778,96.06365159,3.478773585,67.5
19.74393531,16.8784029,97.17813051,9.875,39.6
26.71500279,16.37519873,96.9183359,11.51439299,31.2
12.05837174,7.309486781,83.94255875,6.24303233,54.1
16.80107527,10.69767442,91.88034188,7.816091954,39.1
14.84168865,7.658959538,97.6022567,5.005213764,52.9
10.66411239,9.572649573,98.81756757,5.242718447,51
16.30498534,11.92145863,98.7534626,7.097361237,51
17.59415402,12.191582,98.00853485,6.560449859,44.3
18.64728192,14.26307448,99.52681388,13.73937677,28.6
19.96047431,12.57763975,98.32061069,11.51271754,38.3
14.63636364,13.38742394,97.23865878,4.403409091,59.4
11.67076167,8.635097493,98.35616438,8.367346939,42.1
21.86429061,14.92063492,96.62576687,13.18124208,36.4
14.62565293,8.374384236,98.66342649,6.751824818,50.4
23.91061453,20.59748428,99.06542056,11.27906977,34.9
22.62156448,16.06805293,98.32713755,11.56893819,21.9
18.6407767,15.09433962,98.98132428,10.08018328,40.6
28.71720117,23.00194932,98.46449136,14.16666667,26
28.40976772,26.15694165,99.4,16.32352941,21.8
22.36614853,14.22924901,94.05204461,11.27694859,36.8
24.33223564,18.14744802,98.05375348,11.59942363,35.7
26.62219527,19.69981238,99.62616822,14.89071038,20.2
20.19826518,14.64968153,99.68253968,12.31155779,29.7
22.76064611,14.5320197,98.78345499,8.484270734,40.8
17.75043937,12.52747253,98.69848156,11.12804878,41.7
11.97339246,7.879295893,96.28732849,7.655246253,55.8
13.38613861,15.27272727,96.49122807,8.610086101,18.2
13.54764638,14.54545455,99,10.24590164,26.8
26.870527,24.9452954,98.70410367,15.94896332,25.5
16.46884273,12.01298701,98.40255591,6.996770721,63.5
23.83087764,16.32047478,99.11764706,10.28858218,37.4
18.71468927,13.78640777,97.53787879,9.239940387,33.5
27.89165447,21.67381974,97.89915966,15.04273504,24
16.68539326,11.80555556,92.78350515,8.43373494,38.3
25.82781457,22.82471627,98.6318408,12.67482517,26.4
30.08264463,26.48083624,99.13644214,12.84768212,23.6
27.51388032,23.50877193,98.78682842,17.15976331,22.6
26.29433347,19.71046771,96.76724138,13.01247772,31.5
17.65704584,11.88118812,95.15477793,9.758454106,46.5
24.66367713,19.33139535,98.99280576,16.68726823,25.4
24.97625831,22.6744186,97.45042493,16.02150538,25.7
20.64343164,16.78700361,95.35283993,12.88819876,26.2
11.63967611,9.137055838,97.40420272,7.704918033,51
8.339029392,6.666666667,97.69335142,8.208208208,55
20.50632911,16.66666667,97.9757085,12.47357294,35
15.38461538,14.36241611,97.64089122,8.604651163,44.3
30.89993707,25.3649635,99.09584087,16.29297459,24.4
31.25297761,28.79499218,99.68798752,17.5980975,18.3
28.51890756,26.26262626,82.5,16.55886158,22.2
14.50806003,11.20815138,96.76056338,7.843137255,47.7
6.358645929,6.50887574,87.1883061,5.597269625,64.7
18.60622463,17.46031746,98.24561404,8.441558442,38.1
16.33941094,13.41463415,98.36423119,17.08645337,31.4
13.64789447,11.72761665,96.70731707,14.0569395,39.4
20.71644368,18.78306878,97.42268041,11.59844055,26.2
23.44541686,18.50117096,99.53379953,10.24287223,29.2
19.90238612,15.82089552,98.0966325,10.5450237,29.9
12.74961598,10.08695652,96.96458685,6.824512535,42.7
18.18885449,16.73306773,98.23874755,10.10452962,32.2
18.82673943,16.45833333,97.36308316,8.62745098,38.2
25.0317662,22.4742268,96.23015873,13.17614424,27
18.28254848,13.64365971,97.95597484,7.672301691,38.8
34.43794672,32.10161663,86.42714571,18.21493625,17.1
22.10419828,16.46586345,97.13914174,10.4519774,35.7
33.33333333,21.76870748,99.32432432,18.58585859,18.6
27.81844802,19.1292876,98.05950841,16.38981174,22.4
23.28410078,20.58823529,98.66071429,10.96121417,40.7
30.75927524,29.48328267,98.65067466,16.87429219,19.5
25.93062606,20.44063647,98.55247286,15.28964862,29.8
28.82716049,23.42857143,97.04251386,16.10942249,22
28.89882616,20.52117264,97.92663477,13.70420624,22.5
26.15384615,17.20116618,99.56458636,18.29105474,21.6
24.663909,17.92717087,96.3562753,16.30309989,23.2
27.92485056,20.55427252,98.6332574,15.45363908,21.7
22.05726405,16.13445378,97.38134206,13.25714286,30.6
17.45334797,14.06469761,96.60326087,10.89108911,35.9
11.78126257,8.034849952,93.4841629,5.976331361,58.7
12.9303749,9.317803661,94.94470774,6.536697248,57.1
4.292929293,3.780964798,90.34157833,3.68627451,72.1
21.19731216,13.07086614,97.69230769,13.8284251,30.5
23.72127502,16.47509579,97.93621013,11.98630137,25.1
24.629535,20.82695253,97.31743666,14.408867,27.5
24.59016393,16.59513591,97.08333333,12.61904762,27.2
24.01536984,17.84338896,98.35858586,12.9066107,27.7
10.75471698,9.751434034,88.34459459,4.872107186,69.9
22.74412855,16.53786708,97.73413897,12.68472906,33.9
14.74103586,13.88499299,95.96231494,5.307855626,53.2
22.82970078,15.80849142,97.96460177,11.45617667,36.1
26.79487179,19.66224367,98.57312723,13.28125,22.9
24.86986698,18.98527005,98.70759289,11.48825065,24.5
30.14861996,24.11003236,98.40764331,16.78832117,23.6
26.35951662,24.21307506,96.94835681,11.51202749,32.8
29.24006039,26.84458399,97.40061162,12.4567474,27.7
21.93056732,15.92554292,94.34146341,9.87854251,38.8
9.640397858,9.195402299,92.30769231,3.553800592,75.2
14.57489879,11.80438449,92.36760125,6.75990676,61.2
9.838895282,10.75794621,94.78563152,2.418745276,69.8
10.8708025,8.89395667,94.40258342,7.070707071,53.7
29.41952507,27.4,97.27626459,13.69426752,25.5
19.43925234,15.05847953,96.20253165,8.622620381,42.5
9.544468547,6.279733587,92.68077601,4.09530901,64.5
9.411764706,9.532215357,88.23987539,4.288499025,66.1
10.95290252,11.77117712,90.71856287,3.094339623,67
19.95645864,11.98630137,79.34782609,8.930899609,47.3
23.49607672,18.33137485,95.94137542,12.60575296,38.9
17.01222754,11.72069825,97.21212121,7.475083056,50.9
8.921933086,7.606973059,89.75817923,5.269607843,69.1
16.91498685,13.81322957,96.98113208,6.490066225,54.9
12.45487365,9.929078014,93.53233831,6.048906049,69.6
17.63085399,9.911504425,89.54041204,5.27027027,65.3
8.627156789,10.81916538,91.64305949,3.602726388,74.5
27.62133014,18.4962406,97.79411765,14.60361613,20.7
15.81222977,14.65400271,96.84625493,5.68627451,51.7
18.10888252,14.12066752,94.65370595,7.653061224,38
16.51428571,17.0998632,95.18229167,6.604651163,51.3
22.65585403,19.26605505,98.05097451,12.33701103,37.4
19.0526876,16.92708333,96.12015019,6.508355321,44.6
8.54743083,10.14056225,91.62833487,3.225806452,69.6
13.50282486,13.11672684,94.3246311,6.940063091,64.1
10.7400722,11.16666667,93.60374415,5.269461078,68.1
11.42443962,8.925869894,97.49262537,7.894736842,56.3
21.60723789,18.46553966,95.40942928,9.437559581,45.5
12.93031066,9.79020979,78.57142857,8.988764045,63.1
14.53744493,8.088235294,86.62420382,8.484848485,44.9
17.10442024,8.802816901,81.37535817,7.086614173,61.4
21.7257319,12.00686106,89.41717791,11.85086551,45
9.202453988,11.91536748,85.44243578,2.373158756,75.1
16.39492754,10.98901099,77.55681818,6.598240469,59.2
10.22801303,9.727626459,93.45454545,3.540587219,67.2
20.81784387,8.891752577,92.27110583,9.642470206,52.3
12.23132037,10.63607925,92.74661509,4.628949302,60.9
11.99744735,12.05846529,94.80369515,4.155124654,64.2
15.46343735,12.90983607,89.05109489,3.961136024,56
10.18826135,8.561643836,92.50263992,2.759276879,49.9
15.87301587,7.559681698,96.2962963,8.349900596,34.2
18.35798062,9.44254835,97.99331104,9.722222222,37.6
9.389140271,7.804878049,95.01738123,4.153605016,54
23.38881776,9.67413442,96.93978282,10.29874214,35.8
7.608695652,6.041335453,84.09090909,5.021520803,64.9
11.26307321,6.045751634,91.89189189,5.889423077,41.5
11.73076923,5.815831987,91.97622585,6.515580737,54.2
26.6920877,14.75,99.00990099,11.55339806,26.7
16.80268843,10.77844311,94.61756374,5.761641673,45.7
13.84772611,11.35611907,96.79829242,3.273322422,53.4
25.38011696,12.09103841,99.57507082,14.16361416,27.6
16.53250774,14.51612903,97.00130378,6.496062992,50.7
13.43212237,10.65022422,97.27371865,5.312275664,50.4
10.51183269,8.295964126,95.2991453,4.369332234,51.7
13.61867704,8.99122807,95.39748954,6.851311953,50.5
5.625524769,6.636500754,84.56632653,3.739316239,68.9
11.48365465,7.86163522,88.82681564,3.583426652,64.6
11.73317451,8.834355828,97.72182254,3.792250618,60.7
16.12349914,11.77199504,97.11191336,6.67996012,38.9
10.32295271,8.508014797,97.24220624,5.479452055,55
14.004914,10.31446541,98.39108911,6.567164179,44.6
25.44483986,35.41315346,95.64516129,3.482045702,69.7
17.24537037,17.70700637,98.49435383,2.985074627,58
12.43110839,14.72148541,94.13233458,2.071251036,73.6
19.14401388,22.56267409,95.98930481,3.864278982,67
11.83115339,12.10191083,96.91358025,4.753521127,64.5
28.15699659,14.77428181,98.38492598,13.92557023,26.8
19.08559277,9.386733417,98.76390606,8.9,32.7
18.64067966,10.0110011,95.18324607,8.816120907,40.8
16.1270617,8.530183727,97.81771502,9.744214373,31.9
11.51351351,13.09090909,97.4025974,3.032544379,63.8
14.53658537,10.12931034,98.09725159,6.950672646,50
7.870837538,8.43373494,93.83350462,2.699386503,74.8
9.72826087,11.88811189,96.0806271,3.54767184,65.9
12.94779939,14.33566434,96.94915254,2.7605245,72.1
19.72619788,22.97090352,95.88839941,1.762523191,72.5
27.17121588,37.28813559,96.24796085,1.904761905,70.8
9.381898455,9.669811321,94.01330377,2.754237288,72.5
14.8020654,18.23129252,96.20418848,3.378921963,69.6
14.82352941,15.86402266,96.44808743,2.471169687,71.3
7.579908676,6.32798574,93.81270903,3.235294118,65.7
13.70499419,16.15168539,97.53424658,1.845906902,71.3
13.59756098,15.7223796,96.3165075,2.645051195,67.1
10.34000932,12.24899598,95.67723343,2.586750789,70.8
12.1887287,13.8381201,93.98773006,2.760463045,73.3
15.03267974,19.36842105,97.73662551,2.080624187,74.9
11.02444098,10.36649215,93.90363815,2.483069977,66.8
21.87715666,29.28709056,96.28942486,3.658536585,65
14.26914153,15.58109834,96.90594059,2.878365831,55.8
15.6056338,17.44040151,96.60606061,3.083700441,68.6
15.7591623,16.13691932,96.12220917,4.545454545,45.6
10.30212977,8.519269777,96.10136452,3.678929766,66.2
11.36246787,10.46892039,95.62043796,3.441295547,64.7
12.10682493,13.89236546,95.11904762,2.461033634,65.4
11.76122931,9.878213802,98.14077025,5.463576159,60.4
10.26077098,6.787330317,94.84978541,4.224270353,59.9
16.51651652,13.97379913,98.2832618,9.162303665,20.4
28.16123689,15.95598349,98.37618403,14.63714637,20.3
13.14917127,7.814761216,97.59887006,6.961325967,24.5
21.99488491,20.43918919,98.01324503,7.583547558,31
7.891491985,7.80669145,95.95719382,4.480286738,62.9
15.23388116,13.48314607,97.26775956,3.901437372,55.2
13.57655502,12.60162602,97.36147757,5.278039585,58.6
9.467821782,9.427207637,96.65513264,2.811621368,65.1
8.868335147,7.692307692,95.53128103,3.315749812,66.1
13.23170732,13.31592689,95.98997494,3.735144312,70.2
20.25974026,23.84615385,96.2962963,3.405572755,67
23.4502924,26.96296296,97.4025974,2.591170825,65.9
27.05798139,32.4055666,97.29206963,2.872062663,67.9
26.02644398,26.67910448,96.75090253,4.292929293,65.2
18.65222623,13.31444759,95.92391304,7.142857143,42.5
18.15732759,16.68856767,96.45120406,5.224660397,37.8
19.07600596,14.10105758,95.83333333,5.355493998,45.4
16.93340217,15.17241379,87.7016129,4.709418838,42.9
20.88546679,12.32227488,98.48308051,8.708708709,35.2
24.16267943,29.4892916,96.96485623,1.845819761,68.7
25.6225426,36.61710037,96.93693694,1.925391095,67.2
22.15762274,25.77487765,97.3015873,3.867403315,68.4
20.4041721,19.29824561,95.79831933,4.391468005,55.9
26.30331754,36.62691652,96.86468647,2.950819672,68.8
14.46578631,13.77952756,96.82337992,4.021937843,52
16.6130761,10.32412965,97.65533411,5.285592498,47.7
21.77497575,11.87010078,92.5388601,7.289879931,41.1
16.55510933,15.00994036,98.14634146,4.115523466,50.7
14.02612152,14.19676214,96.51442308,4.142973193,55.3
20.61579652,21.6828479,97.16981132,2.911534155,59.4
19.36854888,21.65242165,97.63560501,5.397448479,56.2
18.80189798,18.96813354,96.76945668,2.986512524,57.1
20.60011541,23.59550562,93.93139842,3.828197946,59.4
21.35802469,25.35657686,97.22650231,4.016913319,57.8
14.20490258,12.6227209,97.67123288,4.60704607,67.4
19.15407855,22.53731343,95.57774608,2.485659656,62.7
21.47078135,28.09187279,95.44688027,3.302961276,59.5
22.93301147,31.18644068,95.31502423,2.699896158,59.3
20.78963603,25.69659443,96.41791045,1.521298174,61
19.90111248,21.83908046,97.28434505,3.23699422,52.1
14.89117984,16.44204852,99.06542056,3.996598639,66.1
9.271168274,8.387799564,93.38758901,4.820095044,66.9
9.596577017,8.009708738,95.04036909,4.83736447,66.6
20.91301666,24.91909385,96.5625,3.648915187,67.2
20.87410307,23.76237624,96.34340223,3.617021277,65.4
15.60869565,14.16026345,97.53747323,4.743975904,49.8
23.92918332,18.40942563,97.55747126,6.455399061,29.6
18.47755368,16.17418351,94.14348463,5.53633218,39.7
22.62051916,15.73033708,99.36204147,7.09382151,29.8
16.07216072,16.28222524,97.10144928,4.461279461,30.1
19.69537815,12.34899329,99.20106525,9.275053305,20.6
17.13265913,11.52073733,98.33836858,8.843537415,25.9
15.35087719,15.05546751,97.07692308,6.703910615,30.9
20.57291667,17.208413,99.42965779,7.630057803,38.8
8.537832311,9.884332282,96.94189602,3.783431181,63.8
20.20761246,24.02957486,97.47747748,4.517704518,45.7
7.458075905,10.88180113,97.26277372,10.31042129,30.8
16.70854271,19.71153846,98.11320755,4.709418838,51.8
14.31693989,15.84507042,97.48283753,3.097696585,58
14.96869664,17.96482412,96.83698297,3.50877193,59.6
20.13237728,24.00513479,98.35858586,3.808680248,58.7
11.93181818,14.42542787,97.96407186,2.565982405,68.8
24.48844884,34.60869565,95.67387687,2.708803612,66.4
12.8975265,15.14745308,97.26205997,3.053435115,65.2
13.371266,11.5755627,94.67275495,5.105105105,65
10.82879613,12.09439528,97.27403156,2.032520325,73.9
