0-15(%),65+(%),% Couple household with dependent children,White (%),Private rented (%),Household spaces with at least one usual resident (%),Unemployment Rate,% Highest level of qualification: Level 4 qualifications and above,Median Annual Household Income estimate (?),fire,Population density
24.37125749,11.79640719,21.54340836,40.17964072,15.6,98.57369255,6.466512702,34,35194.34238,5,103.9203485
22.89719626,10.48064085,22.44897959,46.92923899,12.8,98.35766423,6.318347509,35.6,39054.94697,7,105.3445851
19.24066924,12.03346203,17.54966887,47.2972973,24.7,98.53181077,8.574739282,35.8,34794.0515,8,86.52561247
22.24264706,10.66176471,17.3290938,43.32107843,18.8,99.36808847,9.707602339,31.8,32609.26215,3,89.22908693
21.31246237,10.11438892,17.57188498,44.00963275,20.6,99.52305246,8.84279476,34.2,35051.12356,7,109.2044707
23.34328358,14.3880597,16.23815968,61.6119403,22.1,97.36495389,10.40391677,29.4,29862.61661,6,47.47732426
17.90419162,10.5988024,15.1810585,61.73652695,22.3,96.50537634,6.952965235,34.4,35895.74676,2,56.91888207
20.07722008,11.06821107,16.69242658,63.25611326,15,98.17905918,8.224076281,32.2,33412.4867,10,73.50993377
18.43711844,10.1953602,20.3539823,62.88156288,17.7,98.26086957,5.413687436,36.9,42137.86812,8,58.12633073
17.63647271,15.23695261,20.87912088,70.0659868,9.7,98.15100154,3.711558855,33.9,48215.48463,2,56.70068027
20.24983563,11.24260355,20.41467305,57.3964497,20.4,96.61016949,6.650831354,39.7,36646.90668,6,105.114029
21.98464912,8.168859649,20.29972752,55.48245614,24.3,98.25970549,5.694305694,41.6,37520.07175,8,115.7360406
19.88742964,7.066916823,16.10541728,59.84990619,23.6,96.87943262,6.368159204,46.8,43937.7755,3,103.0947776
18.1041181,8.469308469,15.52587646,58.50815851,36.4,96.3022508,8.070617907,51.8,37561.42291,11,89.49930459
20.1754386,9.851551957,19.86863711,63.56275304,21.2,98.54368932,6.011560694,42.1,43403.5895,4,102.4896266
20.96,9.066666667,18.43251089,44.26666667,26.9,98.42857143,8.579881657,35.2,37480.85108,7,88.61058601
20.03642987,12.62902247,21.23613312,41.22647237,15.5,98.4399376,6.85840708,33.5,38130.63642,2,78.61575179
22.06931702,11.46788991,13.52405722,42.55861366,24.8,97.58883249,9.625126646,35.1,33142.28057,5,58.79532514
20.05830904,13.9941691,20.72968491,45.36443149,17.1,97.57281553,6.222222222,33,40243.31904,3,58.05687204
24.98373455,11.06050748,17.39130435,52.04944697,11.9,97.7124183,9.568733154,20,27355.04774,3,44.40913031
29.39093484,8.994334278,22.36598891,58.99433428,13.3,98.72262774,10.42654028,21.2,27234.48939,6,102.7656477
26.93096377,14.62747779,17.22972973,57.14285714,14.4,97.04918033,9.770992366,19.2,25914.88575,5,79.68409586
23.82089552,8.776119403,18.54493581,41.55223881,25.5,97.2260749,7.505518764,32.2,32824.21006,5,45.74003277
23.57615894,13.57615894,12.40310078,52.31788079,14.9,98.92638037,10.18387553,32.1,26754.58045,6,95.20807062
18.21680564,6.221937139,11.11111111,55.80500321,26.1,97.92746114,9.119830329,40.6,29870.60514,7,97.3766396
18.62871928,14.94178525,21.32231405,61.57826649,15.9,97.89644013,5.035128806,41.5,42890.02296,7,82.58547009
19.31818182,9.375,16.3029525,61.98863636,27.2,98.35858586,7.238095238,44.4,39382.55159,1,88.70967742
26.40522876,6.928104575,14.02985075,48.62745098,19.1,98.0966325,10.07462687,34.5,29268.08095,8,65.24520256
18.58880779,9.586374696,12.56713212,57.66423358,22.8,97.38493724,9.050966608,42.3,29863.23418,7,92.35955056
21.03694875,18.77234803,15.10204082,62.81287247,15.4,97.4801061,6.382978723,42.6,34508.7342,4,77.00780174
28.75250167,7.271514343,18.85521886,39.62641761,14.8,96.74267101,13.34289813,29.8,26353.79545,4,124.7088186
18.20433437,10.83591331,15.60846561,66.43962848,31.6,97.42268041,6.825232678,47.9,41547.57569,7,78.05703238
20.91836735,13.64795918,16.66666667,56.76020408,10.8,98.2300885,9.355246523,26.8,30216.01215,1,45.00574053
21.81168057,12.15733015,12.84916201,47.49702026,20,98.4869326,8.840413318,24.8,28446.45589,7,50.8793208
23.33548804,11.6354234,17.11145997,45.05494505,19.6,98.91304348,5.487804878,32,33400.69655,7,78.92857143
27.07710699,10.57979677,20.03205128,51.16557083,12.7,99.68051118,9.90990991,19.9,25589.06657,4,62.61227545
24.32432432,9.828009828,17.12,49.44717445,11.7,99.52229299,12.61378414,22.5,25348.45207,6,76.64783427
33.54466859,6.224783862,18.80877743,37.75216138,14.6,97.70290965,14.52513966,18.1,24097.94128,3,121.4985994
21.52159013,14.53050034,19.43957968,52.5017135,12.1,98.2788296,9.79020979,21.7,29715.26043,6,45.12836375
27.97450425,10.76487252,20.61657033,47.3796034,10,97.74011299,8.940397351,20.9,26634.30317,8,58.32300702
22.68722467,14.75770925,18.0952381,48.78854626,10.6,98.3935743,11.08490566,21.8,28703.94473,8,81.32557098
21.83908046,12.47126437,22.31012658,52.52873563,17.7,98.28926905,7.513812155,26.8,32954.54855,2,67.25937379
19.37888199,16.70807453,15.65934066,63.60248447,17.6,96.67994688,5.018820577,28.2,31369.51399,6,70.86267606
23.97126061,7.576747224,11.91176471,55.12736773,36.8,97.84172662,13.17440402,26.8,27452.75009,8,66.36324231
22.42074928,14.35158501,14.2668428,59.19308357,9.4,98.18417639,11.51832461,20.7,25576.46242,7,101.4619883
24.55357143,12.56377551,20.40133779,64.9872449,8.9,98.84297521,10.04126547,19,27188.35446,4,47.4863719
22.01257862,8.301886792,19.51951952,62.20125786,20.1,97.22627737,6.401766004,39.7,38714.96777,5,90.23836549
27.03225806,12.90322581,14.04833837,53.67741935,11.3,97.49631811,12.99435028,29,28081.74865,3,59.75327679
20.25495751,17.35127479,16.25874126,55.59490085,12.8,97.6109215,10.1010101,34.5,30957.26975,3,89.59390863
19.15473756,11.04294479,14.87481591,56.78254942,19,97.97979798,8.403361345,40.2,32216.11,4,71.84133203
17.40963855,12.22891566,11.43958869,56.80722892,30.6,97.0074813,8.915145005,37.1,30937.08099,1,97.76207303
28.50299401,10,20.83333333,52.51497006,9.6,99.36305732,11.83098592,20.1,25479.5559,6,87.43455497
28.86048988,5.963791267,19.28306551,37.91267306,15.2,98.41849148,11.17256637,24,25791.75245,14,57.60736196
26.30522088,8.299866131,10.97744361,49.73226238,14.4,98.37278107,11.03723404,21.8,25742.87439,7,75.56904401
24.5271507,10.18913972,12.14574899,49.84746797,10.4,98.93190921,13.95939086,19.4,23873.27752,9,16.12871482
18.91525424,17.22033898,15.67398119,60,22.4,98.0030722,6.052631579,32.2,33403.64242,8,107.3508006
17.26057906,9.743875278,17.36694678,62.52783964,28,97.14285714,6.030150754,40.3,38458.99293,8,87.26919339
17.46216531,11.99068685,13.32533013,62.5145518,23.5,96.52375435,9.211873081,42.6,35109.74411,16,89.94764398
20.62256809,8.819714656,17.50380518,58.56031128,24.8,98.05970149,5.535055351,36.8,31398.83685,8,122.673031
22.58064516,10.10752688,14.47811448,51.61290323,10.3,97.8583196,11.84573003,30.1,31119.71016,11,119.0273038
27.73584906,11.06918239,18.05555556,59.74842767,16.7,98.0332829,10.38575668,19.9,26747.98498,4,89.88128886
25.56084296,12.37253569,14.47368421,62.13460231,16.4,98.38187702,10.32934132,19.2,25502.13181,5,56.72965677
27.5764037,9.310589908,20.88495575,59.55934613,13.3,97.75086505,11.01190476,18.7,26906.00539,5,108.4811103
26.61064426,10.92436975,18.79432624,53.1512605,9.9,99.29577465,11.04651163,18.2,26743.08876,4,64.99772417
28.7347561,9.984756098,21.8503937,59.83231707,10.8,99.60784314,13.1280389,18.8,26320.03401,5,86.03278689
20.71931196,13.05707584,19.12045889,63.17435496,9.6,99.0530303,10.04636785,23.8,32232.48701,2,26.17683176
24.70653997,12.24147568,16.82758621,60.36892119,13.8,98.10554804,10.76388889,19.2,26234.16688,9,85.55714969
18.68916288,18.10512654,14.96402878,49.90266061,9.9,98.44192635,12.80653951,25.1,28128.77996,13,54.14617006
22.31222386,14.94845361,17.21170396,55.52282769,20,98.14189189,10.57692308,20.2,25616.55688,2,55.58739255
24.35344828,15.22988506,16.14906832,60.48850575,9.9,98.92473118,9.791332263,17.9,25226.42325,5,64.35506241
24.07120743,6.269349845,18.94736842,28.71517028,18.7,99.16492693,12.57575758,30.2,26095.10584,10,94.37545654
22.86135693,7.743362832,11.22994652,31.4159292,14.1,98.5940246,13.57142857,26.5,24999.30235,9,114.6238377
18.25806452,6.967741935,11.78571429,38.38709677,33.9,97.39130435,10.52631579,28.5,25804.70601,10,70.13574661
16.66666667,5.238095238,9.966777409,42.11640212,41.6,98.04560261,11.15013169,39.7,25136.44297,4,111.0458284
19.52054795,4.383561644,8.860759494,44.65753425,28.3,98.75,11.27098321,38.9,25211.50986,7,83.52402746
21.57575758,6.585858586,22.11764706,38.46464646,29.8,98.03921569,7.686729514,35,34429.90182,7,149.4565217
21.82662539,6.707946336,17.01807229,34.21052632,38.7,99.10447761,10.93457944,30.4,26703.23509,3,127.7521424
27.01030928,5.360824742,22.78911565,20.05154639,27.4,99.32432432,12.27513228,27.1,25628.67665,7,166.8099742
21.96629213,7.696629213,19.01743265,30,30.9,97.37654321,9.471365639,33.5,28314.35522,3,153.7132988
28.40327533,8.085977482,20,18.88433982,30.7,98.61111111,13.38199513,24.9,22303.61914,9,137.9943503
24.4047619,6.168831169,26.33744856,13.7987013,41.8,97.98387097,13.03813038,22.1,24688.9772,6,181.8897638
27.5883447,6.757594544,21.84368737,19.83880967,33.3,99.8,12.21719457,24.4,24224.34022,10,188.2147025
26.04272635,8.952187182,24.30426716,19.98982706,42.5,99.63031423,15.13452915,24.9,24756.03689,9,200.4077472
26.95473251,3.034979424,23.62728785,20.31893004,54.2,97.56493506,12.79826464,29.6,24207.91322,8,23.47826087
22.62421611,7.670043415,19.27899687,28.60588519,29.2,98.30508475,11.37055838,31.2,36194.69845,11,62.78013325
19.24614506,6.053683609,17.68172888,16.96173615,43.2,97.88461538,10.94295693,29.2,26018.53109,6,117.4379611
23.89659521,12.73644388,18.18181818,29.50819672,21.3,95.97315436,12.48246844,30.1,25976.98672,1,61.54443151
25.62162162,6.324324324,26.45290581,13.18918919,35.9,98.81188119,10.97099622,25,25466.80106,4,188.1993896
24.86355367,7.883565797,19.41031941,9.399636143,36.1,99.26829268,11.26760563,25.3,24729.46019,2,226.2002743
23.35796388,6.403940887,21.62818955,19.90968801,38.6,98.56287425,9.615384615,33.4,25938.50183,14,149.5395948
24.69990766,5.540166205,19.07600596,17.63619575,41.3,98.0994152,12.62833676,31,22501.30135,8,131.5917375
28.42712843,8.225108225,25.05800464,12.19336219,15.1,98.85321101,10.89285714,27.6,23282.0866,4,174.3396226
29.02467685,5.757931845,22.60692464,15.39365452,31.2,98.79275654,11.17318436,25.3,25103.85471,1,115.5465037
31.71875,8.697916667,22.13967311,20.20833333,14.4,99.11634757,16.62049861,21.3,21666.54251,14,109.8398169
30.33769063,6.753812636,24.87804878,19.82570806,30.6,98.2428115,12.83783784,23.3,24783.44758,11,82.18442256
24.03011002,5.848291836,14.59627329,33.00521135,27.6,99.07692308,9.772727273,30.5,26551.17719,7,101.8278302
17.5520612,8.967275818,13.61502347,42.75393115,41.7,95.08928571,8.33959429,32.2,26679.78142,16,102.259887
17.29216152,6.603325416,12.91139241,39.0023753,33.2,97.77227723,8.054841474,34.2,26282.8444,12,177.7871622
20.48252093,4.923682915,16.28264209,26.83407189,47.5,96.875,12.07207207,31.3,26459.08993,5,115.2013613
20.31975245,7.42650851,20.17167382,46.77668901,24.3,98.58956276,7.012487992,40.1,38369.50059,4,108.7492989
19.59826276,8.686210641,15.8,20.7383279,34,98.61932939,8.733624454,32.1,36960.57875,9,109.252669
21.59574468,5.79787234,24.32432432,8.191489362,41.2,99.58592133,9.845132743,30.6,25176.08518,10,236.1809045
22.11855104,6.531284303,20.37037037,11.30625686,44.1,98.7202925,13.67231638,28,24154.33116,6,185.5397149
19.18452692,5.436487193,14.78537361,27.70517512,34.8,97.51937984,9.680851064,26.3,24979.33661,8,138.7237128
21.58185162,9.012875536,19.34826884,19.31330472,48.9,97.61431412,12.34899329,25.9,24266.06877,8,108.4441489
21.5496368,6.392251816,18.97435897,13.41404358,42.6,98.98477157,11.72901921,27.8,24000.31445,9,201.2670565
22.04655248,6.543697848,20.81911263,7.509881423,44.4,99.15397631,10.0990099,31,25048.1742,8,216.8571429
24.05845981,7.195053401,24.43946188,11.29848229,38.3,96.7462039,9.974093264,24.5,26967.64656,3,189.6588486
19.03982542,8.456082924,16.89419795,32.18767049,44.2,97.18076285,13.76146789,34.4,28560.80534,5,192.1383648
21.95121951,5.033731188,13.36971351,35.495589,34.2,97.73333333,11.55378486,29.5,24632.71052,12,185.1104707
14.61579796,6.824288017,12.84109149,44.8146158,39.5,96.73913043,5.972850679,35.6,33836.48933,2,190.2862986
16.66026871,4.3378119,14.98501499,46.10364683,43.3,97.94520548,6.565349544,43.7,37755.41075,9,168.0645161
18.91551072,7.566204288,18.9279732,5.968894493,39.9,97.86885246,9.256055363,31.2,27170.90827,2,201.7811705
20.79912425,7.115489874,22.64957265,7.608100712,34,99.57446809,9.459459459,34.4,27120.57968,1,151.3670257
20.43064597,7.5112669,19.37984496,10.41562344,37.2,97.54253308,7.836990596,33,26098.10626,6,89.79316547
19.38061938,9.59040959,21.24756335,7.992007992,33.9,98.08795411,9.062170706,32.8,28281.21814,5,178.9097408
24.96868476,6.471816284,29.54898911,10.22964509,42.9,98.16793893,11.21323529,28.3,25468.55698,9,174.5626822
22.07446809,9.468085106,20.74688797,11.59574468,29.3,98.7704918,10.03344482,29.4,26157.42461,5,164.3356643
24.04994571,7.003257329,23.4375,9.174809989,34.8,99.33481153,8.455882353,27.2,24668.21831,2,231.6981132
24.16502947,4.616895874,26.95167286,13.55599214,44.4,97.2875226,12.61061947,26.7,25161.4813,2,223.7362637
24.13213886,6.550951848,21.8061674,7.838745801,37.2,99.34354486,12.14723926,27.7,23918.89682,1,239.4101877
25.1737039,5.024051309,23.828125,16.72902191,44.3,97.70992366,11.15023474,31.4,26249.15318,8,136.0727273
14.96969697,5.454545455,10.03039514,38.06060606,39.1,98.35575486,9.359605911,33.5,26331.5256,3,113.4020619
15.13181654,7.295052365,11.15140526,40.6283857,40.6,98.2190561,6.647230321,42.3,32878.84821,16,119.0455718
14.18148655,5.51755586,12.87970838,47.46922025,47.9,97.62752076,5.668604651,42.2,34391.60149,5,136.7206983
14.13427562,5.962897527,9.383624655,39.57597173,34.6,98.5494107,12.29331416,40.6,29848.79756,9,88.92380204
18.58310627,8.119891008,14.46345257,38.20163488,37.3,98.16793893,9.671179884,30.1,27898.43375,13,170.0648749
14.68970935,1.806755695,10.28192371,40.21995287,60.2,90.67669173,8.140947752,49.8,34473.14256,6,22.38045007
10.75019335,1.54679041,7.443365696,41.22196442,59.2,97.32283465,5.869324474,56.4,40080.44063,2,29.44659531
16.13112626,5.972086985,11.2033195,39.9870172,41.6,94.58398744,8.261802575,38,31968.56841,12,19.53585695
20.21276596,4.609929078,14.40536013,40.63829787,28.5,99.5,10.6888361,37.9,30637.9799,3,19.96318845
18.45454545,6,19.61805556,9.045454545,42.2,99.31034483,11.18012422,30.1,25440.54563,2,223.8046796
23.00813008,4.308943089,23.51190476,10.36585366,42.9,98.96907216,7.91426216,33.6,26115.98044,5,225.8953168
22.28818133,5.180787911,27.62096774,8.634646519,46.8,98.21782178,9.885057471,32.8,25993.07109,2,205.4323725
22.71205357,6.529017857,18.93491124,10.43526786,40,95.84120983,9.483793517,30,25287.22266,6,184.1726619
24.9263406,4.83205657,21.48760331,18.56216853,39.3,97.58064516,11.70483461,28.8,25380.93497,5,53.23086575
21.76100629,6.352201258,20.23809524,12.64150943,43.6,97.22222222,7.341772152,34.4,28688.83979,2,155.1219512
20.3992514,7.298814722,22.91666667,13.10043668,37.5,99.08256881,10.60025543,31.8,25955.96492,4,210.0917431
23.84384384,5.525525526,26.9047619,15.73573574,34.8,99.05660377,9.305210918,35.4,30110.42336,1,179.2249731
25.11961722,7.35645933,28.69022869,12.61961722,49.3,98.97119342,10.75129534,29.9,25353.86369,8,256.8356375
23.03664921,7.620709715,16.36029412,25.82897033,37.3,98.55072464,11.44945189,29.3,29085.63573,3,161.5601504
22.67867192,7.428249859,18.37088388,27.96848621,35.5,99.31153184,9.471365639,30.3,28241.73768,2,159.0868397
22.26967663,7.199511897,21.89473684,18.91397193,36.4,98.3436853,10.91370558,25,26559.01338,4,182.5167038
16.65809769,6.323907455,14.7299509,43.59897172,34.9,96.83042789,6.713780919,33.3,32655.5121,2,49.05422446
20.11294526,7.124239791,21.38047138,9.77410947,34,96.9004894,11.02150538,30,26398.51396,8,209.6539162
17.69352291,7.740916272,16.69941061,7.84623486,50.5,95.85687382,10.66376496,34,24437.02968,5,181.2022901
22.60909935,6.87093779,23.98523985,8.86722377,37.8,98.1884058,11.63245357,29.2,25852.62703,8,216.2650602
19.52976868,9.404626469,17.54385965,15.16875237,39.3,97.08029197,9.061748196,30.9,25313.14566,6,139.3763214
18.74062969,8.095952024,19.2109777,13.09345327,45.5,99.31856899,9.494324045,35.5,25549.90995,6,153.6866359
18.32669323,4.825143869,22.63242376,17.79548473,55.5,98.88888889,5.614320586,40.9,26996.78792,9,165.8590308
25.31446541,6.761006289,25.81818182,13.57442348,41.6,98.38998211,9.568261377,32.4,26234.56872,2,243.9897698
22.39635996,5.915065723,22.35067437,12.84125379,45.9,98.48197343,9.137055838,33.2,27468.46992,7,153.2145624
24.33834977,7.420861443,21.63636364,17.12506487,31.8,99.27797834,11.8128655,29.1,26004.68614,5,179.9253035
25.50693703,9.284951974,17.93721973,19.58377801,14.8,99.25816024,15.72164948,22,22412.58313,13,144.1538462
28.16823464,7.858328722,23.46153846,17.65356945,27.5,99.42638623,13.15436242,25.5,21096.47201,4,147.3898858
26.65589661,4.738826064,27.27272727,15.18578352,36.9,99.08088235,11.76470588,29.2,24292.00411,7,184.5924453
21.74556213,6.656804734,23.41137124,15.28599606,44.3,98.67986799,9.946524064,28.6,23147.26972,4,229.9319728
19.81441048,6.113537118,17.46905089,37.28165939,38.2,97.97843666,9.836065574,33.6,28439.71082,8,110.6280193
21.16402116,7.451499118,15.62082777,35.00881834,33.1,97.27272727,7.854251012,28.7,29496.44085,8,165.6683711
26.13575628,7.055050775,18.24817518,26.29609834,11.2,97.85714286,14.26900585,23.9,22376.7601,17,194.4906445
21.99445983,7.202216066,13.62126246,31.19113573,20.1,99.01315789,11.81102362,26.5,24081.30952,4,124.3112948
24.77249747,6.52173913,17.80626781,33.26592518,26.1,98.18181818,11.20689655,27.9,25179.58065,2,100.8669046
27.30627306,5.113336848,15.50151976,24.30152873,14.9,99.39577039,16.10268378,27.4,23402.64077,11,264.2061281
26.30744849,7.871104068,20.72463768,30.37506603,18.3,98.85386819,12.77080958,24,24515.68448,9,171.9346049
22.72501243,7.260069617,15.59507524,30.78070612,25.3,97.33688415,8.6,28.6,25141.64255,6,192.6245211
19.50027159,8.03910918,17.3693086,38.24008691,35.8,98.34162521,8.541266795,35.4,29241.491,5,195.642933
17.14719272,11.63378857,14.44270016,11.88669702,37.7,98.60681115,10.12931034,32.8,22573.05881,9,190.8301158
22.74701412,7.383279045,21.08108108,25.24429967,28.1,98.0565371,8.140814081,27.9,25287.07067,6,125.9056733
23.33954066,7.635009311,18.64754098,22.5946617,28.1,97.99196787,11.50326797,26.6,23951.28531,8,120.2238806
24.21003717,7.620817844,22.51851852,26.67286245,35,98.11046512,10.36821705,25.7,25915.5405,6,130.8206687
24.71910112,9.580130101,19.34306569,33.47131875,16.1,96.99115044,15.23545706,18.8,22785.33343,5,33.86063276
28.48616386,6.077048291,21.90635452,31.03635377,30.4,98.67986799,10.10452962,26.6,27898.04683,5,105.4347826
27.17456509,5.578884223,30.76923077,16.91661668,37.3,98.44097996,9.838274933,26.1,26915.71508,2,248.8059701
27.2783633,6.695598264,22.17741935,18.84686919,34.1,97.06457926,11.64095372,27.7,24973.41146,8,66.73562267
29.59590211,7.171314741,26.73469388,22.70916335,29.8,99.39148073,12.55230126,25.6,23853.85727,6,64.57184859
23.83749388,8.908467939,21.37518685,23.29907,28.4,99.40564636,10.67961165,28.1,25272.11085,11,99.36770428
26.05752961,8.403835307,27.19298246,33.1641286,25.3,98.10671256,8.558030481,30.6,33927.55259,5,107.9123554
25.36372454,7.080504365,23.65269461,34.43258972,27.4,98.52507375,9.411764706,27.3,28655.08226,4,106.2886598
30.90172239,7.902735562,22.15568862,29.22998987,21,98.81656805,11.56716418,20.7,23798.93382,2,147.0938897
26.61188369,7.395701643,21.90669371,28.6346397,21.7,99.5959596,9.219858156,25.7,25679.9516,5,110.706788
26.11940299,6.616915423,23.13432836,18.95522388,37.3,99.25925926,10.29723992,28.6,26707.74322,10,212.0253165
22.66202697,6.742061766,21.03825137,22.4445411,38.4,99.59183673,9.321266968,29.5,25825.66803,9,163.9800285
27.734375,6.884765625,27.90697674,29.34570313,30.5,98.77488515,6.612410987,31.3,31527.24972,7,193.755913
26.11374408,6.255924171,27.84615385,37.77251185,24.9,99.54058193,6.953339433,30,35505.96764,6,177.7590564
22.96124928,5.147484095,20,28.34008097,28.1,96.60107335,11.81923523,29,25796.89245,7,149.0517241
20.69190601,10.05221932,13.59724613,31.8537859,24.6,98.14189189,10.5680317,25.8,23924.04372,3,165.6216216
21.25944584,7.556675063,18.18181818,31.98992443,33.4,96.95512821,10.05434783,27.4,25746.26989,3,166.5268456
24.21116505,4.733009709,18.03571429,33.37378641,30.9,94.27609428,9.654350417,27.5,25122.01019,6,131.1058075
19.16955017,4.498269896,11.6751269,32.3183391,28.8,99.16107383,11.84834123,34.4,26236.73366,7,76.29355861
22.9178633,6.37564618,15.28189911,42.2171166,27.4,99.55686854,12.44343891,26.8,23921.26073,6,74.65694683
24.52276065,5.531081743,17.62295082,44.98286833,22.1,98.91891892,14.52830189,24.3,25506.72058,12,27.91746379
23.09677419,6.129032258,16.27906977,30.12903226,21.5,98.58906526,12.78911565,24.2,23685.36037,8,142.4632353
26.66666667,6.807511737,18.43971631,36.80751174,23.3,97.51037344,12.62833676,22.7,25016.46593,12,60.23755656
26.81047766,7.190549563,25.48076923,34.56599897,31.1,98.57819905,10.25641026,26.7,28120.40853,5,96.00591716
24.24242424,7.670454545,20.85635359,24.00568182,31.4,96.53333333,9.937888199,25.8,23849.73848,5,199.0574929
24.71042471,6.370656371,20.30812325,39.04440154,32.4,98.48275862,10.56466302,29.7,31159.38459,5,222.7956989
27.01535509,9.165067179,20.85889571,28.11900192,29.9,97.8978979,12.4335813,25,24534.519,8,119.8389879
28.14614344,6.720793866,25.11013216,30.67207939,28,96.32248939,9.419600381,28.2,27845.1606,6,89.28715264
28.25968358,6.873977087,25.54621849,37.20676487,20.3,98.18481848,12.29813665,19.9,24370.03902,6,88.25228695
29.77017638,5.932656334,25.43859649,34.74078033,27.2,96.28378378,9.478672986,24.5,27428.15724,9,116.1390441
26.49122807,11.92982456,14.73317865,39.38596491,22.4,99.19447641,13.90593047,20.6,21809.57655,13,133.8028169
22.84313725,6.862745098,17.48251748,38.67647059,27.8,98.34938102,11.99606686,19.8,24010.85624,10,128.7066246
20.69716776,7.244008715,14.05082212,38.50762527,28,98.09384164,12.23404255,23.6,23414.76922,7,121.8314532
23.85964912,8.65497076,14.06491499,34.97076023,15.3,99.08116386,17.77221527,24.2,22962.71858,7,115.9322034
22.05395173,9.749171794,13.75464684,43.91859915,29.6,97.11191336,11.05815062,24.7,25185.55915,10,148.8028169
26.54205607,8.286604361,17.11711712,41.68224299,31,99.10714286,12.70718232,23.1,24015.11866,1,122.706422
23.09267793,7.731694828,14.71698113,58.52534562,66.8,99.49937422,11.28205128,20.8,24040.09111,10,187.2483221
28.11704835,4.580152672,23.43949045,35.49618321,28.8,98.74213836,11.23893805,24.4,25675.44199,8,106.5521916
23.28398385,5.248990579,19.51219512,35.26244953,18.5,95.71984436,10.3021978,23.3,25847.90966,3,60.67782768
23.56570019,2.467612585,23.49823322,47.74830352,44.9,97.25085911,8.253968254,32.2,34121.96668,7,160.1778656
26.14308768,7.046799354,14.11042945,40.93598709,17.8,98.78787879,14.03508772,19.9,23413.85074,8,137.9080119
22.50783699,5.517241379,20.57823129,49.02821317,29.8,99.15682968,7.362637363,28,34821.88297,7,88.31672204
21.7721519,5.126582278,16.73553719,38.92405063,31.8,99.58847737,9.196740396,26.4,25997.13526,6,253.611557
17.26519337,4.23572744,18.27794562,49.95395948,31.3,95.80318379,6.858202039,23.6,29874.76982,3,76.34446397
21.22247532,2.505694761,15.77928364,41.76157935,38.8,96.2721342,8.495460441,39.7,37210.75241,10,7.32032683
21.49377593,10.37344398,12.30769231,33.69294606,10.1,99.34497817,15.88235294,19.8,22254.23108,9,55.14874142
26.40408461,3.865791393,21.69811321,38.14733771,15.8,97.92147806,13.93034826,20.8,25005.36491,2,110.2976669
21.28279883,9.562682216,13.34405145,54.22740525,30.5,99.52,11.44219309,20.3,24497.96165,11,25.16877018
23.44594595,8.986486486,14.92842536,44.45945946,19.8,98.78787879,11.0612855,21.4,23896.31264,3,139.3596987
6.940639269,1.00456621,7.25388601,41.82648402,69.9,92.34449761,3.521126761,69,51367.53107,2,81.71641791
5.288932419,0.391772772,5.321100917,44.07443683,78,94.29065744,4.691358025,67,47945.22963,1,66.2987013
13.05019305,5.482625483,6.634304207,46.94980695,39.8,94.93087558,7.34939759,48.1,35668.7106,4,34.29555085
27.02194357,7.398119122,18.97163121,45.830721,15.2,99.29577465,9.49197861,25.3,24457.18165,8,105.9096946
20.08179959,8.507157464,12.47379455,44.41717791,30.2,94.64285714,12.60700389,30.1,25535.35873,11,83.36174565
24.25249169,4.252491694,21.07843137,58.93687708,40.7,97.2972973,10.11764706,29.6,30690.15219,4,49.76851852
19.05972046,7.242693774,13.2,54.57433291,23.2,98.23182711,8.43537415,24.6,26600.21389,4,30.26923077
24.2848061,6.166560712,21.42857143,49.77749523,37.9,96.71848014,8.194774347,27.5,32428.07203,6,103.7598945
24.87405542,3.463476071,23.29749104,51.00755668,38.7,98.41269841,7.718894009,31.9,35772.02464,6,44.3947442
33.1420373,6.886657102,15.04424779,39.16786227,11.3,100,15.30054645,20.2,23299.77723,4,152.0174482
22.27146814,10.3601108,14.45427729,50.91412742,23.3,98.40348331,9.272300469,19.7,24996.19445,8,139.9224806
25.33068783,6.018518519,15.78947368,54.4973545,20.5,99.0689013,12.8342246,21.7,24739.38662,10,84.9915683
24.86095662,9.065628476,14.96688742,43.21468298,18.7,99.21156373,12.42532855,24.3,23677.96561,11,24.10187668
24.49223417,5.436081243,20.33057851,44.56391876,19,98.21428571,10.03584229,23,25465.62547,15,60.98360656
23.31606218,5.03330866,15.6899811,45.48482605,37.4,98.14471243,10.20543406,38.6,34386.44193,11,28.75079804
30.33832501,5.934553522,16,30.39378813,21.1,98.73060649,13.99276236,26,23946.81968,11,120.2801868
18.60308932,3.022162525,13.15789474,51.30960376,49.2,97.12460064,5.136268344,49.6,48454.6944,1,22.63605959
11.30091984,0.788436268,15.3262519,53.08804205,58,96.48609078,3.888419273,59.9,54644.04693,0,181.4064362
22.95173962,6.565656566,14.84593838,46.85746352,28.4,98.61878453,11.77083333,29.7,30231.34729,12,13.57197258
15.56842867,1.013758146,14.89698891,52.06372194,59.6,95.31722054,4.667328699,55.9,45443.83668,5,84.56827924
12.20708447,2.615803815,10.98901099,61.08991826,41,96.23971798,4.086353123,59,46752.33032,8,170.3806871
10.32448378,2.713864307,15.12605042,61.59292035,43.3,96.61705007,4.401993355,63.9,54542.6901,5,124.1758242
10.40305011,5.065359477,12.31470924,72.49455338,37.9,94.81081081,3.041543027,64.2,56448.47803,0,124.4745763
