0-15(%),65+(%),% Couple household with dependent children,White (%),Private rented (%),Household spaces with at least one usual resident (%),Unemployment Rate,% Highest level of qualification: Level 4 qualifications and above,Median Annual Household Income estimate (?),fire,Population density
23.32928311,9.356014581,19.13669065,75.75941677,23.2,95.20547945,9.897610922,20.2,26624.20776,8,74.51335446
18.25348696,18.19284415,25.42372881,91.63129169,4.6,97.88838612,4.730473047,17.3,35946.39154,1,72.77140335
18.6695279,16.9527897,23.04900181,85.83690987,6.4,98.21746881,4.710632571,17.4,33770.97475,2,73.15541601
19.20374707,16.92037471,21.66172107,72.59953162,20.3,95.19774011,7.200929152,21.3,30296.59131,2,57.99660441
17.48998665,15.88785047,26.5625,82.24299065,3.3,98.27255278,4.47761194,21.4,41304.49377,0,65.55798687
18.01685029,21.64614388,23.8410596,91.12119248,5.1,97.26247987,3.435114504,20.8,42276.76701,5,39.37228885
18.10810811,18.44594595,24.66442953,92.5,5.2,98.02631579,5.491698595,19.3,36594.70329,0,27.24093503
18.61702128,18.00911854,21.27659574,89.74164134,9.5,98.10246679,6.71641791,21.8,31178.97699,4,27.35398046
14.9611399,23.51036269,13.98963731,89.24870466,14.2,98.09402795,6.396866841,20.3,29818.28441,3,60.5252842
22.33128834,17.54601227,22.04213938,85.52147239,6,99.19614148,7.320261438,16.7,27714.62754,3,30.51291651
18.30892144,19.24101198,22.61712439,91.81091877,8.2,97.78830964,3.841229193,19.2,31278.65574,0,64.60215054
17.29691877,17.22689076,27.45490982,87.18487395,4.4,98.81188119,3.861003861,21.3,41115.93243,1,44.45828144
18.79914224,15.93995711,27.02169625,84.48892066,5.5,98.6381323,3.497409326,22.2,37668.72174,2,63.85212232
19.3877551,15.05102041,24.74747475,88.39285714,9.1,97.21767594,5.473204105,19.9,35843.0261,3,57.52017608
21.0965435,13.23003576,25.94936709,85.28009535,10.8,97.68160742,4.121475054,21.9,36427.65724,3,68.40603343
19.5234435,13.68178324,22.17821782,87.31744812,9.9,93.51851852,5.748663102,17,31284.87507,3,62.88061866
29.6803653,11.54598826,23.97003745,83.10502283,5.1,99.44134078,11.3323124,13.7,23384.62678,5,20.61592254
22.22222222,11.51761518,24.24778761,88.21138211,7.8,97.75086505,8.068783069,18.4,28549.97625,2,34.38956198
23.62102531,13.23815704,26.56765677,87.28098637,9.1,98.05825243,5.459057072,17.8,30291.85267,1,28.02327696
16.1971831,20.84507042,18.18181818,92.74647887,9.1,97.88838612,4.404145078,22,33494.75497,2,32.98490128
19.28335691,14.38000943,18.38842975,87.4115983,18.3,96.99398798,4.918032787,21,30385.0204,7,16.80932002
23.51190476,13.0952381,23.52941176,88.98809524,8.1,97.93205318,6.417736289,20.1,31076.99439,4,51.81986428
19.91897367,17.15057394,32.31357553,91.76232275,2.7,98.49340866,3.553299492,24.7,48333.37305,0,50.47716428
19.34900542,22.24231465,23.84615385,89.27064497,5.5,98.03921569,3.780487805,25.4,43478.65953,2,49.7749775
19.67532468,13.11688312,25.91362126,90.58441558,11.3,98.04560261,5.69476082,22.5,37211.98266,4,53.97826849
16.30811936,17.76544067,20.17699115,84.24705066,9.7,98.09027778,4.020100503,25.4,41800.56673,4,34.42427138
16.25227411,20.07277138,15.54621849,85.87022438,10.5,97.54098361,4.298642534,26.6,37913.96832,2,37.29081863
16.66666667,20.85271318,20.19417476,82.71317829,5.6,98.28244275,3.921568627,20.9,38113.57841,0,23.68710981
17.4573055,13.97849462,22.1875,84.50347881,11.9,98.31029186,4.615384615,22.4,35148.71335,0,57.24112962
20.9001233,15.84463625,27.04,91.61528977,5.9,99.20634921,3.078677309,18.2,36307.85092,3,46.6091954
19.7846568,17.49663526,21.3592233,89.56931359,10.2,96.41185647,4.458598726,12.6,30769.04131,1,75.62340967
19.72018654,14.19053964,27.25527831,91.87208528,10.2,98.11676083,3.799019608,20,38132.67862,1,55.71640683
19.55555556,18.34920635,20.26627219,88.38095238,14.1,95.61527581,4.273504274,17.7,32331.81496,1,45.74498983
20.12873025,13.86775892,24.68944099,88.76535986,7.3,98.62174579,5.218317359,16.8,30744.15367,3,36.72899205
18.8590604,22.81879195,22.95081967,93.22147651,6.2,98.22866345,3.728362184,17.2,35917.68665,6,61.31687243
18.9968652,14.67084639,25.77639752,93.54231975,9.3,98.77300613,3.925845147,18.9,35014.71612,3,72.8976234
21.56351792,14.8534202,30.18181818,92.70358306,10.4,98.56630824,5.131414268,17.8,36074.24443,1,50.67679102
20.36900369,12.91512915,28.54209446,91.58671587,6.6,97.59519038,2.309782609,20.6,41840.31989,1,65.23832451
16.18625277,11.97339246,27.10843373,91.50036955,9,99.00596421,3.535353535,30.6,53690.10138,2,26.21584964
17.37476221,21.81357007,18.89400922,85.66899176,10.4,98.33836858,3.456790123,24.3,37527.36538,3,36.4455743
17.65424557,21.80818571,23.32268371,86.01099572,7.2,99.05063291,4.131227217,29.9,52455.74482,0,11.86489817
18.6970684,16.87296417,19.63534362,91.20521173,19.9,94.81382979,4.444444444,29.8,40169.9189,2,15.48003227
18.50187266,22.62172285,28.37301587,93.93258427,2.2,98.24561404,3.603603604,31.5,53136.66031,1,29.30845225
16.2541806,27.69230769,19.59876543,92.5083612,8,97.44360902,2.936857562,33.7,50871.50323,0,32.74200613
17.52837327,19.67213115,24.18831169,91.36191677,7,97.46835443,3.944315545,18.6,36484.29706,0,50.73576456
19.98432602,18.65203762,26.47058824,93.57366771,6.7,98.07692308,5.443234837,19.1,33098.28988,2,46.60336012
16.14868982,26.56916514,22.56186317,91.22486289,7.9,98.56527977,3.316326531,23.5,43229.47572,2,27.75710419
20.1653944,12.78625954,26.24584718,94.08396947,8.8,98.52700491,2.816901408,21,37615.51441,1,56.12281328
17.62936221,16.30565584,25.48330404,89.29001203,4.2,98.78472222,2.893890675,25.3,44793.08539,0,30.71520976
19.34640523,19.21568627,21.42857143,92.61437908,5.8,98.20554649,5.283505155,19.9,34324.028,2,59.95297806
20.19888129,18.33436917,26.93498452,93.10130516,9.9,98.32572298,3.357314149,21.4,38034.82566,2,71.06890459
19.29181929,20.51282051,27.25779967,91.94139194,4.4,98.38449111,3.407755582,27.1,45081.88979,2,57.83898305
18.15068493,23.34474886,27.28813559,93.20776256,2.2,99.32659933,4.592422503,23.4,45547.15464,0,47.75143091
20.01594896,14.11483254,31.85840708,90.66985646,6.4,98.9059081,3.649635036,24.8,41964.37944,3,53.15811785
12.81748376,22.09096279,16.20915033,92.14412286,9,98.70967742,3.779697624,34.6,45307.7777,5,43.90560166
19.10447761,14.56716418,22.61235955,91.82089552,15.4,98.34254144,4.852320675,27.3,39354.44408,4,65.40413901
16.45962733,24.8447205,14.53362256,91.7184265,9.1,97.87685775,5.591397849,24.3,32157.83729,6,47.4459725
12.95569265,20.91979809,13.21212121,87.38081884,30.7,93.96355353,5.090137858,27.6,34256.19771,5,59.89250924
13.26841144,25.19780889,14.49864499,89.71393792,25.9,95.22580645,3.684879288,22,32713.40697,5,35.48596112
18.7007874,20.47244094,24.53151618,90.15748031,5.5,97.67054908,3.425559947,28.2,44440.73721,1,26.05573602
17.13124274,17.88617886,19.48717949,93.03135889,15.6,98.36065574,5.679287305,25.8,34246.62297,2,57.43829219
18.17589577,20.52117264,20.87378641,90.03257329,6.6,98.0952381,4.6692607,23.5,36026.4094,1,49.93493819
12.15753425,24.02968037,9.070294785,82.76255708,19.8,91.58878505,5.917159763,26.3,29703.39239,9,19.62145817
15.25307798,24.28180575,19.01743265,91.24487004,10.1,96.18902439,3.265306122,33.2,47141.25627,4,43.20330969
16.59751037,24.95554238,15.2368758,90.1007706,18.1,96.89826303,5.454545455,27.7,34545.73105,3,54.40180587
22.5281602,16.02002503,22.27272727,92.05256571,8.8,97.05882353,4.258064516,20.1,29210.71342,4,7.770106
16.87707641,22.05980066,16.27172196,91.96013289,5.2,97.08588957,4.966442953,22.3,34438.57823,6,5.401816159
26.31296892,11.52197213,19.22077922,85.7449089,9.6,97.96437659,9.307604994,18.9,25379.43117,8,31.2353532
22.99245024,15.9917639,14.41578149,79.75291695,12.1,98.65269461,11.59874608,15.8,24313.7855,6,26.40928041
21.01313321,17.19824891,18.98527005,84.86554096,7.9,98.5483871,8.491761724,15.5,28249.76088,3,68.42105263
16.7953668,21.10682111,18.57835218,82.3037323,10.7,98.56687898,5.463786531,19.3,34092.75744,3,53.29218107
19.45701357,16.61279897,23.22033898,79.96121526,12.2,96.09120521,5.105853051,18.5,31152.65183,6,54.87761618
18.52731591,18.52731591,15.6626506,81.53206651,9.5,97.01298701,9.155766944,18.8,28042.61045,5,30.41358136
19.43793911,16.33489461,20.52401747,28.98126464,18.8,98.70689655,6.428571429,27.6,33883.91072,0,86.26262626
18.58178054,13.45755694,22.46621622,21.11801242,21.1,98.66666667,4.766633565,30.3,33038.03074,0,66.43741403
18.78144215,14.7568474,20.92651757,38.01006149,20,98.58267717,5.748373102,33.4,34965.50605,3,67.02884976
17.50924784,13.25524044,16.57142857,30.45622688,18.9,97.22222222,6.968641115,30.4,33289.58756,1,81.91919192
21.88378632,9.090909091,22.5,26.33552015,18.7,98.12409812,7.042253521,32,31909.99797,2,118.0962922
20.37691402,12.01413428,22.39089184,23.67491166,29.6,97.77365492,6.795016988,32.4,30849.62388,2,69.90531083
22.09096279,13.23095097,27.17622081,37.80271707,22.5,98.53556485,5.13739546,27.8,35522.24914,5,100.7738095
22.15608466,8.002645503,24.44444444,41.46825397,27.5,97.44094488,5.594405594,29.9,33503.88516,1,96.36711281
19.03925015,11.30638547,20.50290135,40.48037493,29.8,96.09665428,5.934065934,25.7,30055.56027,3,69.3902439
19.9144777,14.96640195,20.81911263,43.12767257,26.8,96.54036244,8.269720102,29.5,29644.82496,2,67.44952616
24.62448794,8.420573509,20.47832586,27.90168411,15.2,98.23788546,8.426966292,27.2,27223.17225,6,62.753499
21.15158637,10.22326675,18.63057325,34.72385429,27.5,96.61538462,11.26436782,26,25929.47851,3,44.53165882
17.77501554,14.72964574,20.57026477,33.06401492,26.1,97.03557312,5.542168675,36.1,39287.83862,5,70.13949433
17.54385965,13.72180451,19.2,21.67919799,24.6,98.81422925,7.792207792,37.5,35594.96837,7,81.38704742
18.26506024,11.90361446,19.53846154,21.4939759,31.2,98.78419453,6.724303554,32.8,28501.478,6,64.34108527
15.9237836,19.19020075,20.28301887,28.78530112,18,98.03468208,7.556160654,31.3,38050.20363,5,70.22700119
15.82962492,17.99109981,16.85823755,30.45136682,22.2,96.84601113,6.519208382,44.9,49830.21987,3,47.16641679
19.40581542,15.10745891,26.15062762,34.70290771,10.7,97.75051125,4.583835947,43.4,54536.99451,5,39.68891119
15.31473069,18.94873459,18.06569343,36.92407528,16.1,97.5088968,5.541871921,42.3,45908.10043,7,54.18424754
15.50802139,18.9171123,20.16985138,32.01871658,13.2,98.125,5.949367089,46.5,51579.73902,4,39.84021305
18.27880512,14.36699858,22.24448898,26.81365576,30.5,97.4609375,4.172099087,40.6,40083.30249,5,57.7412731
21.78098676,11.73285199,24.41651706,36.70276775,19.9,98.06338028,8.578431373,27.1,30433.22567,2,33.22006796
22.724909,10.55642226,25.91414944,32.29329173,32.8,97.06790123,7.491856678,29.9,28087.60309,5,26.23823168
20.20316027,12.18961625,24.7689464,37.58465011,25.5,99.44852941,7.751091703,27.4,34082.87285,1,92.62937794
20.0591716,16.68639053,18.01346801,38.75739645,19,97.21767594,5.759803922,27,30472.98324,5,64.08797876
18.21036107,12.14024071,22.14876033,35.79277865,24.1,99.01800327,6.711409396,24.4,28937.51177,2,104.3691972
17.55288736,14.12235563,21.12149533,34.59119497,22.8,97.44990893,5.303030303,43.1,48974.68417,2,58.71097684
23.94136808,10.91205212,17.49408983,31.18892508,13.2,97.91666667,9.929078014,25.6,26266.71388,3,39.39685595
17.6,15.70909091,19.87704918,31.34545455,22.7,98.18913481,7.050359712,28.2,29020.18296,2,77.42117117
20.5640423,12.69095182,22.55639098,34.48883666,26.9,96.72727273,7.344632768,40.1,40673.51211,1,22.86405159
17.98941799,14.39153439,18.99109792,31.69312169,35.9,95.87482219,7.238883144,38.6,33272.17046,7,61.56351792
20.45914922,12.22147198,23.16017316,30.11478731,21.2,98.29787234,7.042253521,39.4,41657.6328,3,68.78773804
20.9273183,13.65914787,22.57383966,33.39598997,24.1,96.53767821,5.926860025,34.8,37396.86385,3,67.71319474
20.66420664,11.95571956,22.6635514,36.67896679,23.4,97.49430524,6.276150628,37,39186.78775,1,61.47912886
19.08355795,10.2425876,18.88,31.21293801,40.2,97.80907668,6.057692308,38.7,37393.52355,4,68.75463306
27.85123967,5.619834711,24.59016393,23.01652893,38.1,97.78051788,9.228039042,30.7,25469.19445,15,69.92198786
17.7002584,16.86046512,20.20833333,24.74160207,10.8,97.95918367,4.257907543,45,51160.2261,3,49.56772334
15.13513514,18.24324324,19.4092827,26.89189189,10.1,97.5308642,5.821474774,40.1,47554.50323,3,39.45614503
17.85016287,15.37459283,20,30.74918567,14.3,98.75259875,7.089552239,35.7,41466.29108,3,73.48013404
8.89380531,7.743362832,11.81702668,40,26.4,87.15393134,3.388554217,48.4,45789.93272,4,28.06059101
17.50798722,15.2715655,25.625,31.43769968,12.1,98.1595092,4.322429907,40.5,46985.39552,4,41.53397028
18.08318264,16.27486438,22.15686275,31.58529234,17.3,97.88867562,6.007509387,40.3,47293.67972,3,52.81757402
19.83094928,9.752925878,16.72131148,29.38881664,36.2,97.44408946,11.04218362,38.4,28055.4967,6,60.45597484
24.35897436,9.840609841,19.65725806,25.29452529,25.1,97.4459725,9.719058466,30.1,24789.91464,8,84.38596491
25.9025788,8.252148997,19.75116641,26.76217765,28.5,98.92307692,13.37423313,25.5,23404.55943,9,77.31501994
18.88297872,17.08776596,17.95332136,43.75,25.3,96.03448276,7.183098592,28.3,32595.8132,4,56.20328849
29.04761905,9.702380952,23.19474836,23.27380952,21.4,98.27956989,9.793103448,20.7,24977.27317,2,59.03021785
20.50473186,8.201892744,19.18238994,52.30283912,43.7,97.39663093,9.942196532,24.3,25371.18788,5,25.31544482
25.86666667,8.8,16.94915254,35,21.4,98.00664452,14.07837446,18.2,22663.33061,5,72.32401157
27.33289212,10.88682991,22.38622386,23.85837194,24.1,98.54545455,10.29748284,21.4,25366.47499,8,125.2902156
20.04555809,11.67425968,17.57679181,43.79271071,24.9,97.99331104,9.371428571,28.4,28732.41234,7,58.16495528
26.44341801,10.85450346,23,34.75750577,30.4,98.42519685,10.21505376,25.9,25333.97385,6,32.8154604
26.62753469,10.72572038,20.29972752,36.87299893,17.6,97.34748011,11.17788462,25.8,25105.12094,4,116.6874222
25.48456569,11.77315147,23.62030905,44.65183058,24.7,97.62931034,7.824726135,27,28788.20296,5,37.00850159
19.66463415,13.7703252,16.36615811,50.86382114,23.7,97.03903096,8.048289738,27.9,28869.58503,8,48.55662472
20.96263458,11.0829639,19.10331384,24.4458518,26.1,97.90076336,9.19395466,27,26083.81364,2,118.3658171
18.74633861,14.64557704,19.91614256,27.70943175,26,97.34693878,8.383961118,35,36770.05004,1,48.53568382
17.46987952,15.06024096,15.54307116,26.56626506,28.1,98.16176471,5.305651672,38.2,38013.72292,1,56.75213675
15.10159253,19.93410214,13.20754717,39.70345964,27.3,97.04225352,7.29281768,38.2,32305.00876,15,55.14839491
20.76433121,7.834394904,24.56521739,31.08280255,37.8,97.87234043,6.537530266,31.4,31316.12952,1,77.45436606
19.68771215,12.01629328,19.31589537,25.39035981,18.1,98.41584158,10.2425876,37.4,35951.84552,1,79.36422414
20.69275753,10.84120558,20.08995502,21.41250562,30.4,98.52289513,6.754385965,32.4,31672.55285,7,113.2450331
21.91780822,9.854175873,23.02452316,19.61997349,36,98.65591398,6.841216216,35.8,27881.8982,5,39.86260349
20.56186491,7.890017932,20.18779343,26.83801554,44.8,94.94799406,7.276736494,36.9,28853.91859,4,76.8488746
22.08258528,6.762417714,17.50380518,42.36983842,44.7,96.33431085,11.5942029,28.1,23260.87395,17,56.85607349
19.54576738,13.07639367,13.48837209,33.44803854,28.8,98.17351598,9.636871508,22.9,25619.69789,3,112.0277564
22.41482367,9.085475194,18.57410882,41.0041841,42.2,96.90909091,7.055961071,25.2,26577.89205,3,95.11085844
25.16881522,8.348680172,21.1786372,40.51565378,40.1,98.19168174,8.502538071,30.8,28731.63765,9,96.73396675
24.05263158,8.631578947,18.22358346,34.73684211,31.1,96.74074074,11.50537634,21.3,23695.22787,6,86.08971454
23.10946589,8.143839238,18.48341232,34.10893707,32.5,97.83616692,10.94580234,25.7,24701.53801,6,53.64539007
18.33333333,8.238095238,15.94827586,48.57142857,47.4,97.20670391,7.476635514,31.8,26841.4509,9,147.5755446
21.21701669,8.292945611,18.00878477,56.54281099,36.7,97.01704545,7.101167315,35.1,28023.05766,5,85.69450854
18.43687375,11.28924516,18.75,56.44622578,31.6,96.2406015,5.603985056,46.7,46177.45425,4,72.3537941
16.21187801,4.54788657,11,46.65596576,63.9,95.57945042,10.01712329,35.4,25018.00206,8,190.9090909
14.07845244,7.200429876,13.31557923,52.06878023,57.8,97.65929779,7.068965517,45.6,31115.77345,4,158.7883959
13.99204244,9.880636605,11.72932331,63.72679045,38,97.08029197,7.956989247,50.2,42802.21736,7,86.81635003
19.92753623,15.07246377,21.39917695,35.43478261,19.5,98.7804878,6.796116505,37.7,35921.17899,1,66.92531523
21.40350877,12.39766082,18.69488536,26.08187135,28.6,98.7804878,5.427251732,27.5,28043.17287,5,72.61146497
22.22222222,8.946608947,23.125,25.97402597,30.9,97.85932722,7.216494845,30.4,28353.83835,1,83.79685611
18.02120141,11.23674912,16.07929515,17.7385159,28.6,98.69565217,9.198423127,33.7,27294.54669,4,115.0406504
19.90018715,9.794135995,22.20248668,23.01933874,47.6,97.40484429,7.87037037,32,28202.39068,2,24.11614262
16.68571429,13.71428571,18.75,23.71428571,27.1,96,6.850828729,28.3,27604.61525,4,64.5280236
21.35448444,15.68029286,18,24.34411226,16.6,97.65625,7.832898172,27.3,27316.82051,2,89.80821918
19.30992736,13.86198547,20.93023256,17.43341404,17.1,97.72727273,6.791569087,27.2,28388.60366,1,77.4496015
18.70026525,2.652519894,15.51724138,26.06100796,33.9,90.24045262,16.26506024,40.8,28114.75869,2,35.14332323
18.80841121,8.644859813,22.24199288,27.86214953,50,95.74105622,5.128205128,46.8,35089.47308,5,95.05830094
15.15513126,8.591885442,15.38461538,59.24821002,37.4,97.54689755,5.145631068,43.8,36108.58829,4,115.5065472
20,10.36144578,17.52380952,40.48192771,21.5,97.4025974,9.228971963,34.9,33720.94324,9,106.0702875
17.44186047,12.30110159,17.12598425,42.53365973,25.2,99.21875,7.99086758,35.9,33701.8017,3,70.67474048
16.21621622,8.225616921,15.57377049,62.74970623,32.8,98.22866345,6.974552309,42.8,36691.5677,3,111.9000657
10.67137809,10.17667845,10.46153846,61.06007067,42.8,98.48484848,7.378854626,48.5,37385.44652,6,124.0140228
20.36175711,12.97157623,20.28985507,20.46511628,31.1,98.25949367,7.358870968,30.9,28994.45157,4,67.70468859
18.88619855,10.47215496,20.15355086,23.84987893,27.3,98.30188679,5.902383655,30.7,27880.4256,2,64.55646737
17.0031881,11.68969182,18.19923372,15.30286929,29.7,98.86363636,5.583250249,31.4,29699.31187,6,74.41676552
15.53299492,10.86294416,17.50902527,9.035532995,39.7,97.02276708,7.037037037,30.6,26252.59194,8,119.6840826
22.57789159,5.975245412,23.99425287,14.08450704,37.5,98.16643159,7.918367347,28.4,26194.1632,8,138.9679715
16.37092158,10.3606182,16.2116041,29.76531196,42.7,97.50415973,7.142857143,32.7,27779.14614,4,102.3432923
16.1516035,14.69387755,18.2,17.78425656,27.8,98.42519685,7.019562716,27.1,27914.11424,5,39.06605923
18.83080382,11.18605958,21.59533074,23.04665542,34.6,98.09160305,7.230142566,25.8,27481.45599,6,83.32552693
18.88198758,7.950310559,18.34625323,18.26086957,39.4,92.0332937,9.144981413,30.8,25264.2969,7,103.8709677
15.2027027,11.54279279,14.47876448,17.51126126,31.7,94.01088929,6.88976378,25.6,26280.53808,4,83.34115439
28.21723731,10.27154664,14.375,24.0850059,15.2,97.85932722,17.34693878,15.7,20175.53551,7,89.25184405
33.42192691,6.112956811,22.22222222,24.38538206,18,98.35051546,11.09243697,19.4,22667.35248,5,21.61114302
27.12524335,9.928617781,17.1875,21.80402336,8.6,99.2248062,13.70481928,17.4,22234.64621,8,114.9142431
27.43779422,7.128446537,16.84027778,27.10154674,33.7,97.2972973,11.74825175,25.6,22985.72154,3,121.0912052
27.18006795,8.720271801,19.16058394,22.02718007,7.5,99.81785064,12.99052774,18.6,20969.63925,7,104.4970414
27.55716005,9.145607702,16.27486438,29.24187726,5.8,99.46043165,14.22351234,17.6,20533.88794,4,96.85314685
22.2715736,8.375634518,23.26454034,43.78172589,35.8,97.0856102,6.561360875,37.8,34746.02342,8,96.92496925
17.6119403,8.835820896,13.83647799,51.04477612,39.5,96.80365297,9.109730849,34.1,26847.3128,8,232.9624478
14.17188389,6.943653956,12.01117318,58.67956744,55.9,97.54768392,7.523245985,44,31195.02031,7,181.884058
12.80428432,6.426484907,10.49180328,58.27653359,53.6,96.62090813,7.483492296,43.1,28529.87807,21,129.1011942
19.30184805,8.983572895,15.65934066,49.43531828,34.9,98.77883311,7.488584475,36,28169.09956,6,158.1168831
13.51183064,5.666251557,11.81702668,65.44209215,50.2,94.81927711,5.465949821,55.9,38770.93662,4,121.5745647
13.86651323,13.17606444,12.29281768,54.83314154,37.6,96.02122016,9.615384615,49.2,39108.35992,8,79.28832117
11.24523507,14.54891995,7.058823529,61.37229987,32.1,97.03196347,7.288317256,46.5,31656.52537,10,91.56486329
12.73964131,8.410636982,12.37964237,73.59307359,45.9,97.97843666,6.692531523,57.5,44927.89555,3,77.92771084
17.00831025,8.36565097,13.12272175,56.56509695,33.4,96.70975323,5.367231638,47.3,32827.06972,5,152.9661017
21.50593089,5.673027334,14.12587413,45.5389376,51.2,97.81121751,11.28298453,24.6,23388.26041,14,65.99727706
20.91380122,6.641544984,13.96508728,40.79133302,55.9,98.28431373,9.130060293,28,23605.8028,10,172.1816707
22.05655527,7.146529563,15.8041958,42.51928021,41.3,97.01492537,8.560677328,29.6,24938.14513,11,180.2594995
23.95153774,10.1584343,16.54761905,34.8555452,13.9,98.36065574,10.86261981,26.6,24367.52793,17,37.55687784
24.83426823,10.91279959,16.06145251,34.57419684,30.9,97.2826087,14.34927697,19.1,21990.56057,9,85.70804196
24.32308398,7.067462139,15.13812155,29.37127123,42.7,96.17428268,16.11001965,20.2,20735.59747,7,154.5390071
27.04108164,9.516380655,20.14084507,38.32553302,21.8,99.3006993,11.23723042,21.5,24502.92527,6,133.6344684
26.15182097,10.17990347,13.89913899,25.9324265,13.8,98.66504854,14.19878296,17.9,22107.86729,9,164.4300144
27.50229568,8.631772268,17.71217712,36.08815427,35.1,97.95180723,12.00396825,22.1,22605.17753,3,172.3101266
25.58606832,9.176155392,13.5,20.56262559,9.2,98.68421053,16.88500728,21.3,22218.19352,13,134.2625899
20.08547009,9.340659341,22.81449893,23.80952381,22,98.52941176,6.306306306,21.9,27283.09576,4,117.8417266
21.2106053,8.504252126,22.15568862,10.30515258,17.4,99.60238569,7.043650794,23,25603.77527,4,101.7302799
16.37824475,12.79357231,19.56043956,15.1421508,18.9,98.27213823,7.075471698,22.9,27342.42917,7,71.21478873
22.86012526,7.202505219,23.93292683,23.01670146,36.9,97.04142012,7.057654076,22.7,24336.7371,7,49.75331083
19.60958296,8.784383319,14.58333333,15.52795031,25,98.71465296,9.572649573,29.6,24322.47341,9,78.78364208
30.44510386,7.418397626,18.38487973,26.23145401,21.5,97.81512605,13.33333333,20.1,21448.39386,6,87.76041667
24.8470948,9.556574924,16.97341513,23.24159021,8.4,98.39034205,12.13592233,26.8,25011.98094,5,149.4857143
26.91744016,8.402540303,15.83652618,23.30239375,21.5,97.875,13.18807339,24.3,23894.00198,9,10.09866798
28.57789855,9.692028986,18.84253028,16.34963768,8.5,95.62419562,17.3245614,20.1,21670.53493,9,83.3836858
11.66390271,8.291873964,9.228971963,63.62631288,48.2,96.50507328,6.982343499,49.1,33654.51983,8,156.08283
15.25835866,9.90881459,11.77248677,66.01823708,45.6,96.42857143,5.165692008,50.6,37287.34892,5,173.1578947
16.34831461,9.438202247,13.93229167,62.64044944,33.1,97.33840304,7.640878701,44.9,35313.16036,2,234.828496
11.4481409,7.876712329,7.593688363,61.54598826,43.2,95.75070822,7.318894698,44.1,28533.89879,7,188.909427
16.6838843,8.26446281,14.94903737,67.3553719,35.8,97.67699115,4.750593824,56.7,45716.85375,7,174.1007194
16.93907875,7.132243685,19.7265625,33.06092125,52.3,98.27255278,6.722689076,39.1,28023.24633,3,31.09981516
16.67551779,10.46202868,16.92307692,8.709506107,33.1,69.70509383,6.962663976,27.2,25662.1105,3,108.4677419
18.57287449,9.463562753,21.97986577,21.00202429,28.5,99.33333333,7.428040854,29.5,26845.99478,3,63.29276105
18.2205972,10.96892139,15.43624161,15.29555149,22.8,97.38562092,5.908584169,25,26901.91118,1,85.4242582
17.20172496,12.7455678,18.97810219,7.522759943,31.4,97.5088968,6.586270872,26,27733.19473,6,73.30523358
17.64705882,14.73750791,20.06745363,51.67615433,23.1,97.05400982,4.761904762,42.3,41575.47451,1,49.49906074
20.69138277,11.47294589,16.00496278,54.40881764,28.9,96.41148325,6.423777565,42.3,41405.24326,6,53.68477676
16.27376426,14.29657795,18.62955032,60.53231939,20.1,97.29166667,5.787348587,41.1,46872.50691,4,83.12262958
18.0207697,15.14966402,20.41522491,58.88821014,19.2,97.63513514,7.590759076,42.8,45770.56573,2,87.4465812
21.09677419,9.096774194,19.40298507,67.16129032,33.2,95.71428571,4.79825518,49.9,50088.47846,3,93.48612786
24.94252874,6.62835249,15.40785498,39.46360153,38.4,97.92899408,11.13619263,21.9,24073.14647,12,186.4285714
26.49164678,6.324582339,12.56038647,31.62291169,41.1,97.91863765,12.99019608,23.8,21666.13823,13,159.6190476
24.9244713,6.998992951,14.39490446,39.47633434,31.5,98.61809045,13.08691309,22.6,23555.64827,4,127.2261371
22.48782647,8.100929615,15.0210084,41.74413457,36.3,97.64102564,11.49328859,24.5,24434.2979,9,120.9962507
19.95391705,6.820276498,17.12907117,51.84331797,40.4,98.10650888,9.432454037,34,28436.84151,8,115.4255319
21.44659378,6.896551724,12.7744511,39.52901598,53.1,98.04305284,12.42038217,23.9,23008.26836,11,191.4653784
21.94876946,8.839779006,12.4207858,35.45956806,38.4,98.50187266,13.36734694,24.1,22978.47695,8,137.7854671
15.31531532,8.648648649,11.12737921,58.61861862,29.3,98.13218391,7.948969578,42.3,35746.64413,5,147.606383
19.14141414,10.65656566,19.36662607,73.43434343,25.5,97.39027284,6.044905009,53.2,46894.6653,6,44.44444444
20.89875474,9.312398484,23.05555556,74.60747158,30.7,96.38554217,4.495412844,55,54490.96305,3,95.45219638
15.1341839,7.61108667,12.97935103,66.47602288,39.9,97.8825794,6.054279749,52.4,42508.91409,7,116.3850486
16.07651608,4.843304843,10.24702653,53.19495319,48.6,97.06927176,5.930599369,46.5,30562.71618,4,164.4578313
16.22807018,11.40350877,14.42857143,54.98903509,24.9,97.76536313,5.248868778,42.1,39788.96516,8,103.7542662
18.00674049,9.581126625,15.08810573,52.47953779,38.4,98.26839827,7.800829876,38.1,28711.92721,8,193.0297398
14.84662577,10.24539877,11.05047749,53.31288344,20.9,98.52150538,7.227722772,43.4,33920.79335,6,158.714703
20.90140845,9.85915493,19.50844854,51.04225352,26.9,97.45508982,7.34989648,38.5,36596.67449,10,115.5598958
18.2300885,11.97640118,18.2552504,53.09734513,25.4,97.6340694,6.36550308,40.3,42010.01701,2,134.7376789
19.45975744,8.710033076,18.10584958,58.37927233,28.6,98.22161423,6.442831216,44.1,40271.95864,3,180.8574277
